,account_name,username,post_date,tweet
129,𝗔𝗛𝗬 𝗠𝟰𝗡𝗧𝟰𝗕,@AHYm4nt4bb,2021-11-25T08:20:46.000Z,pada minta surat buka korban leceh seksual di kampus tanggap serius pada bareng agus harimurti yudhoyono
130,Tino Heidel Ampulembang,@Tinoheidel,2021-11-25T08:19:02.000Z,pada minta surat buka korban leceh seksual di kampus tanggap serius pada bareng agus harimurti yudhoyono
131,ruangamanuny,@ruangamanuny,2021-11-25T08:10:27.000Z,kawan uny sedang ada polling tentang isu keras seksual di lingkup guru tinggi kait dengan permendikbudristek no tahun tujuannnya agar kita semua dapat tahu berapa peduli mahasiswa dengan isu keras seksual di kampus ini
132,Didik_Riotama,@Riotama_didik,2021-11-25T08:10:00.000Z,pada minta surat buka korban leceh seksual di kampus tanggap serius pada bareng agus harimurti yudhoyono
133,Ryan Kamil,@RyanKamil5,2021-11-25T08:08:38.000Z,pada minta surat buka korban leceh seksual di kampus tanggap serius pada bareng agus harimurti yudhoyono ed
134,Sri Budihardjo Hermawan,@SBHs14p,2021-11-25T08:08:28.000Z,pada minta surat buka korban leceh seksual di kampus tanggap serius pada bareng agus harimurti yudhoyono
135,ChuangLinLin,@LinCuang,2021-11-25T08:08:09.000Z,pada minta surat buka korban leceh seksual di kampus tanggap serius pada bareng agus harimurti yudhoyono
136,Didik_Riotama,@Riotama_didik,2021-11-25T08:08:00.000Z,pada minta surat buka korban leceh seksual di kampus tanggap serius pada bareng agus harimurti yudhoyono bf
137,Ali Muhammad Johan Suharli,@alimuhsuharli,2021-11-25T08:01:59.000Z,pada minta surat buka korban leceh seksual di kampus tanggap serius pada bareng agus harimurti yudhoyono
138,Sahabat Demokrat Banjarnegara,@angetmendoane,2021-11-25T08:01:59.000Z,pada minta surat buka korban leceh seksual di kampus tanggap serius pada bareng agus harimurti yudhoyono
139,Sahabat Demokrat Banjarnegara,@angetmendoane,2021-11-25T08:01:30.000Z,pada minta surat buka korban leceh seksual di kampus tanggap serius pada bareng agus harimurti yudhoyono
140,Destya,@9Destya,2021-11-25T08:01:07.000Z,pada minta surat buka korban leceh seksual di kampus tanggap serius pada bareng agus harimurti yudhoyono f
141,Ryan Kamil,@RyanKamil5,2021-11-25T08:00:39.000Z,pada minta surat buka korban leceh seksual di kampus tanggap serius pada bareng agus harimurti yudhoyono
142,Didik_Riotama,@Riotama_didik,2021-11-25T08:00:38.000Z,pada minta surat buka korban leceh seksual di kampus tanggap serius pada bareng agus harimurti yudhoyono f
143,Jody,@TegquiIa1,2021-11-25T02:24:37.000Z,kasus keras seksual di kampus kembali ulang kali ini korban puluh mahasiswi dari universitas udayana serikat perempuan indonesia seruni bal ungkap ada mahasiswi jadi korban dewan wakil rakyat terus dengar aspirasi rakyat
144,tunggal,@tunggalp,2021-11-25T02:20:04.000Z,pesan untuk pihak kampus yang saat ini sedang hadap lapor kasus keras seksual tidak sudah reaksioner tunjuk komitmen untuk selesai yang pihak kepada korban re jawab hasil temu kasus ks di udayana
145,Logika A. Nirmala,@gikalogika,2021-11-25T01:57:13.000Z,baca kasus leceh seksual di kampus yang mayoritas oleh bimbing bisa erti kenapa nur di realize real lies mau bimbing perempuan yang salah satu bu senja tidak kan jadi meminimalisir itu
146,Ada Apa?,@bcapss_,2021-11-24T19:31:37.000Z,ya allah miris banget sudah kasus leceh seksual di kampus mana pun makin banyak saja
147,Alan,@littlefoot_ff,2021-11-24T16:30:29.000Z,belum baca isi permendikbud jadi enggak tahu ada harus kampus bikin satu tugas atau lembaga yang tangan keras seksual tapi yugiem ingat punya unit layan kait keras seksual baru banget jadi awal tahun ini kaca dari kasus agni
148,Ra,@littlebitesgx,2021-11-24T16:25:39.000Z,mata najwa edisi leceh seksual di kampus juga oke banget sih adore banget how pak nadiem makarim response to this isu
149,Muslimah Peduli Umat,@mpeduliumat,2021-11-24T14:43:41.000Z,maka keras seksual baik di lingkung kampus maupun lingkung sosial tidak cukup selesai dengan undang undang ppks saja lain harus tindak tegas
150,Muslimah Peduli Umat,@mpeduliumat,2021-11-24T14:42:58.000Z,akar masalah benar dari keras seksual yang jadi hari ini baik lingkung kampus maupun lingkung sosial sungguh adalah terap sistem yang salah yaitu terap sistem liberalisme
151,Muslimah Peduli Umat,@mpeduliumat,2021-11-24T14:42:42.000Z,hasil survei kemedikbudristek pada lapor dari dosen yang survei nyata keras seksual pernah jadi di kampus bagi besar kasus keras seksual di kampus itu tidak pernah ungkap muka banyak dari itu tidak melapormuslimahnews
152,Muslimah Peduli Umat,@mpeduliumat,2021-11-24T14:41:55.000Z,namun benar permendikbud ini dapat selamat mahasiswa dari leceh seksual yang jadi di kampus
153,Muslimah Peduli Umat,@mpeduliumat,2021-11-24T14:40:16.000Z,bagai berita kena lecah seksual yang jadi di kampus mulai kuak satu satu bahkan ramai bicara di media sosial
154,mauza febriana,@abcdieforyou,2021-11-24T14:38:45.000Z,and daftar sampai sama sendiri urus hilang atm sendiri urus lapor leceh seksual di kampus ke polisi kampus sendiri diintrograsi sendiri berangkat daftar ulg kampus sendiri cari indekos buat inap sendiri sampai akhir ketemu copet di depan mata tetapi tidak bisa apa karena intimidasi
155,mauza febriana,@abcdieforyou,2021-11-24T14:32:51.000Z,urus hilang atm sendiri urus lapor leceh seksual di kampus ke polisi kampus sendiri diintrograsi sendiri berangkat daftar ulg kampus sendiri cari indekos buat inap ke kakel sendiri sampai akhir ketemu copet di depan mata tetapi tidak bisa apa karena intimidasi sudah banyak
156,Karolina,@Karolina_bee11,2021-11-24T13:45:39.000Z,marak kasus leceh seksual di dunia didik harus lawan dukung permendikbud ristek tentang hapus dan cegah keras seksual di kampussekolah jokowi pro didik
157,Komap UGM,@komapugm,2021-11-24T12:32:08.000Z,akan tetapi terap permendikbud ini tuai pro dan kontra yaitu apakah permendikbud ini benarbenar atas dan berantas keras seksual di lingkung kampus atau malah legal seks bebas
158,Komap UGM,@komapugm,2021-11-24T12:32:08.000Z,permendikbudristek nomor tahun tentang cegah dan tangan keras seksual buat dengan tuju untuk lindung mahasiswa dan mahasiswi di seluruh indonesia atas tindak keras seksual di lingkung kampus
159,BEM FISIP Udayana,@BEMFISIPUNUD,2021-11-24T11:55:23.000Z,pikir putar kembali insiden keras seksual yang timpa binar saat akhir tahun jadi itu masih di dalam area kampus universitas udayana unud binar saat itu hanya jalan seperti biasa telah giat kampus yang ia laksana
160,farrel27,@farrel27,2021-11-24T11:17:58.000Z,permendikbud nomor ini lahir karena banyak pihak yang resah dengan tindak keras seksual di lingkung kampus karena saat ini indonesia ada pada situasi darurat keras seksual di lingkung guru tinggi jadi jangan salah arti lagi
161,#usemaskandfaceshield,@andlmda,2021-11-24T11:08:26.000Z,siapa tau warganet penasaran majalah borong biar tidak ke blow uppernah jadi demikian kasus leceh seksual di ugm bukan eh sih oi ku cukup kaget telah dari juru bicara susilo bambang yudhoyono pak juli jadi ketua department politik oi kampus nya demit november the fact that we still need to explain kenapa we need to stop sexual abuse is apa is sok fucked up about our masyarakat
162,BEM FISIP Udayana,@BEMFISIPUNUD,2021-11-24T11:55:23.000Z,pikir putar kembali insiden keras seksual yang timpa binar saat akhir tahun jadi itu masih di dalam area kampus universitas udayana unud binar saat itu hanya jalan seperti biasa telah giat kampus yang ia laksana
163,farrel27,@farrel27,2021-11-24T11:17:58.000Z,permendikbud nomor ini lahir karena banyak pihak yang resah dengan tindak keras seksual di lingkung kampus karena saat ini indonesia ada pada situasi darurat keras seksual di lingkung guru tinggi jadi jangan salah arti lagi
164,#usemaskandfaceshield,@andlmda,2021-11-24T11:08:26.000Z,siapa tau warganet penasaran majalah borong biar tidak ke blow uppernah jadi demikian kasus leceh seksual di ugm bukan eh sih oi ku cukup kaget telah dari juru bicara susilo bambang yudhoyono pak juli jadi ketua department politik oi kampus nya demit november the fact that we still need to explain kenapa we need to stop sexual abuse is apa is sok fucked up about our masyarakat
165,rsaupwr,@rsaupwr,2021-11-24T10:32:22.000Z,hopehelps gera layan advokasi keras seksual di kampus gera layan advokasi keras seksual di kampus keras seksual yang jadi di lingkung kampus makin kuak gera advokasi hadap keras seksual pun hadir salah satu hopehelps
166,Jawa Pos,@jawapos,2021-11-24T10:16:06.000Z,rektor unud ragu data keras seksual di kampus ini kata lebih ini kata lebih pihak lebih bal jawab kait ragu pihak kampus universitas udayana yang tanya valid data jumlah korban keras seksual di kampus sebut
167,Fajar Hidayah,@FajarHi80965571,2021-11-24T10:13:24.000Z,ini permendikbud benar sukses bentuk kampus jadi ajang seksual jangan salah profesor itu profesor jalan dengan baik permendikbud kan atas dasar suka sama suka kalau om adek salah arti om adek lawan permendikbud lah om
168,Majalah Tempo,@temponewsroom,2021-11-24T10:00:17.000Z,opini agar kampus bebas dari predator seksual budaya riset dan teknologi harus kita dukung untuk cegah
169,Okky Madasari,@okkymadasari,2021-11-24T08:45:37.000Z,yay cerpen bagus dari tulis baru lagi tulis baru baru pertama terbit di cerita tentang keras seksual di kampus tanpa harus kata detail unik rapi imajinatif yang kuliah di jatinangor wajib baca omongomong media november kamu kok bisa hampir tidur memang kamu keluar jam berapa pakai baju apa pas malam itu bapak itu suka sama kamu an authentic but fresh cerita about sexual violence tanpa even saying it enjoy a unique short cerita from yuviniar ekawati
170,kumparan,@kumparan,2021-11-24T08:30:35.000Z,ancam itu muncul telah lebih bal beber data kena kasus keras seksual di kampus unud lebih bal tak khawatir oleh kanal bal
171,Kompasiana,@kompasiana,2021-11-24T08:20:05.000Z,ppks tetes air di tengah gurun keras seksual sembunyi kampus tetes air di tengah gurun keras seksual yang sembunyi di kampus benar kalimat consent pada pasal permendikbud ristek legal zina buat asusila dan seks bebas
172,Citraloka_NKRI,@Citralokadwipa,2021-11-24T08:14:07.000Z,permendikbud ristek itu kena cegah keras seksual di lingkung kampus lo jangan salah fokus dong
173,ᴛʜᴇ ᴇᴅɢᴇ,@Adjieravi,2021-11-24T07:50:31.000Z,bikin miris sampai kampus pun jadi tempat keras seksual ini akibat takut mlaporkan
174,𝐈𝐍𝐃𝐎𝐍𝐄𝐒𝐈𝐀 𝐄𝐌𝐀𝐒 𝟐𝟎𝟒𝟓,@AHY2045,2021-11-24T07:48:26.000Z,pada minta surat buka korban leceh seksual di kampus tanggap serius
175,mei,@sebebasaku,2021-11-24T07:47:40.000Z,wah parah kampus gue juga permasalahin frasa tanpa consent wkwk lah kalau tidak ada frasa itu hilang dong jati diri permendikbud buat untuk lindung sintas keras dan leceh seksual wkwk
176,BEM KM UGM,@bemkm_ugm,2021-11-24T07:43:30.000Z,nyata sikap sama dukung implementasi permendikbud ristek no tahun di ugm keras seksual di lingkung universitas gadjah mada adalah masalah yang masih kerap jadi hal ini arti kampus belum dapat jadi ruang aman untuk seluruh civitas akademika
177,Pers Mahasiswa Ideas,@LPM_IDEAS,2021-11-24T06:23:39.000Z,hal ini tidak tutup mungkin bahwa angka kasus juga benar lebih banyak dari pada itu angin segar upaya hapus keras seksual di ranah kampus mulai terang permendikbud nomor tahun sah
178,Nabiyla Risfa Izzati,@nabiylarisfa,2021-11-24T06:10:34.000Z,salah satu yang bikin sedih dari cerita kasus keras seksual di kampus adalah laku paling banyak adalah dosen bimbing padahal dosen bimbing itu harus krusial jadi jangkar mahasiswa buat curhat diskusi dan lain lain tunggal november liput utama majalah tempo tentang keras seksual di kampus pekan ini akses buka gratis sila baca tujuh tulis di dalam predator seks di kampus kita fbclidiwarspdqwvdsqyglofnilprkzpnlxrfkftenyxatfqfsspyigoy
179,fuad ꦑꦺꦴꦭꦶꦭ꧀,@choliltsam,2021-11-24T06:03:53.000Z,and common sense saja tidak ada satu kampus yang legal perilaku mesum di lingkung pasti sekali lagi pasti ada sangsi tidak usah spin ke mana orang obyek ini korban keras seksual kok masih saja ribut soal pasal ini heran
180,mz lele,@lelegurame,2021-11-24T05:53:05.000Z,indeed bahkan media seperti tempo jadi makin berani untuk buat reportase soal keras seksual di kampus which is gooood is
181,Beka Ulung Hapsara,@Bekahapsara,2021-11-24T05:46:43.000Z,dari malam istri sibuk kontak dan koordinasi dengan beberapa kawan untuk tangan korban keras seksual di kampus yang baru berani cerita dan adu koran tempo november jumlah korban leceh seksual di kampus mulai berani bicara marak kasus keras seksual di kampus yakin hanya fenomena gunung es mengapa para korban predator seksual di kampus enggan angkat bicara
182,𝑀𝒾𝓀𝒽𝒶𝓎𝓁𝒶,@mikhaylakumala,2021-11-24T05:41:59.000Z,banyak dosen di indonesia kata bahwa keras seksual pernah jadi di kampus namun di antara tidak lapor jadi itu karena khawatir hadap stigma negatif puan maharani puanesia
183,ラニ ヨシリア,@ranyosli,2021-11-24T05:41:49.000Z,and benar selain permen baru tentang keras seksual di lingkung kampus harus ada revolusi mental tentang normalisasi dan maklum leceh seksual begitu biar katakata wajar bapak sudah tua tidak bisa pakai lagi
184,Koran Tempo,@korantempo,2021-11-24T05:37:02.000Z,jumlah korban leceh seksual di kampus mulai berani bicara marak kasus keras seksual di kampus yakin hanya fenomena gunung es mengapa para korban predator seksual di kampus enggan angkat bicara
185,awranika,@happyforbobby,2021-11-24T05:30:01.000Z,astaga terus badan eksekutif mahasiswa sih ini apa sih andil dalam leceh seksual di kampus gilaaakkkkkk
186,tama.,@_ditamahikayesi,2021-11-24T05:29:58.000Z,sudah lihat ini seperti ini sambung sama posting yang ini utm mediumcopy link tetapi agak kurang tuju ketika ingin tarik kembali permendikbud ini kenapa lihat urgensi kasus keras seksual di lingkup kampus yang makin cuat terus kalau nih atur tarik kembali instagram photos and videos
187,Rohana,@RokhanaSti,2021-11-24T05:28:15.000Z,jokowi pro didik polemik permendikbud ppks menteri didik dan budaya nadiem makarim ruang lingkup keras seksual bukan tindak asusila di kampus
188,HDHT,@Ahmad_hendars,2021-11-24T04:24:33.000Z,menteri didik budaya riset dan teknologi ungkap kalau permendikbud nomor tahun tentang cegah dan tangan keras seksual lahir karena banyak pihak yang resah dengan tindak keras seksual di lingkung kampus
189,Rian Az,@Rian__Az,2021-11-24T04:17:45.000Z,rujuk pada survei yang laku pada banyak dosen dosen di indonesia kata pernah jadi keras seksual di kampus namun antara tidak lapor karena khawatir stigma negatif puan maharani puanesia
190,NU Kota Kediri,@NuKotaKediri,2021-11-24T04:13:19.000Z,gera mahasiswa islam indonesia rayon as syafii adakan feminity discusion untuk sadar keras seksual di kampus i adakan femininity discusion untuk sadar keras seksual di kampus kerja rumah gera mahasiswa islam indonesiapmii assyafii komisar
191,gendon,@herusul77871262,2021-11-24T03:53:23.000Z,rujuk pada survei tahun banyak dosen di indonesia kata keras seksual pernah jadi di kampus kampus akan tetapi korban antara tidak berani lapor jadi sebut karena anggap stigma negatif puanesia
192,Jawa Pos,@jawapos,2021-11-24T03:45:02.000Z,cuat kasus keras seksual di kampus ini langkah poltrada bal ini langkah poltrada bal direktur kampus politeknik transportasi darat poltrada bal efendhi prih raharjo sedang susun atur turun kait keras seksual di kampus
193,Halimah,@Imah041,2021-11-24T03:33:12.000Z,tilik sikap tangan besi perintah dalam terap permendikbud benar target apa yang ingin raih benar sikap garang perintah ini demi bela para korban keras seksual di kampus dan cegah kasus kian tingkat
194,Ijo Bhejo 045,@Mr_Khepo,2021-11-24T03:28:50.000Z,dan inienjadi prihatin sama puanesia bagaimana tidak dasar survei tahun dosen di indonesia kata bahwa keras seksual jadi di kampus sedih tak pernah lapor karena khawatir ada stigma negatif puan maharani
195,ZA,@Malachai____,2021-11-24T00:58:45.000Z,benar kalau mau ulik lebih dalam hampir semua kampus pasti ada kasus keras seksual dalam namun dari semua yang lapor tangan hanya sampai pada beri sanksi upa tegur atau turun jabat dan tidak sampai pada ranah hukum area julid november diskualifikasi sumpah kaget banget baca berita tidak sangka kampus ini
196,Now_or_never,@sillygomb,2021-11-24T00:00:55.000Z,leceh seksual di kampus bakal banyak sih sekolah tengah saja yang ketat jam ajar saja ada saja yang mesum apalagi bebas sampai inap di kostan teman
197,BKMI UNTAN Pontianak,@ldkbkmiuntan,2021-11-23T23:36:12.000Z,jahat seksual kampus kampus indonesia saat ini sangat khawatir permendikbud no tahun sampai detik ini masih jadi debat yang tumbuh pro kontra di kalang masyarakat atas dasar itu maka puskomnas indonesia nyata sikap atas hal sebut
