,account_name,username,post_date,tweet,emojis,reply_count,retweet_count,like_count
78,Moesa J Perangin-angin,@moesa_jp02,2021-11-27T10:32:44.000Z,"Ringkus Predator Seksual Kampus (FULL VERSION) 
| Mata Najwa 
https://youtu.be/rhWxoA-32Lg 
lewat 
@YouTube
youtube.com
Ringkus Predator Seksual Kampus (FULL VERSION) | Mata Najwa
Kasus kekerasan seksual di kampus ibarat fenomena gunung es. Dari relasi kuasa yang timpang, kurangnya dukungan, dan payung hukum yang belum komprehensif. Ma...",,0,0,0
79,Redaksi9,@Redaksi09,2021-11-27T09:09:49.000Z,"[NEWS] Pernyataan Sikap Rektor Universitas Udayana Terkait Isu Kekerasan Seksual di Lingkungan Kampus - http://Redaksi9.com - Menanggapi isu yang berkembang terkait kckerasan scksual di lingk.. https://tinyurl.com/y32rjdxq via 
@Redaksi09
redaksi9.com
Pernyataan Sikap Rektor Universitas Udayana Terkait Isu Kekerasan Seksual di Lingkungan Kampus -...
Redaksi9.com - Menanggapi isu yang berkembang terkait kckerasan scksual di lingkungan Univcrsitas Udayana, Rektor Unud, Prof. Dr. Ir. I Nyoman Gde Antara, M.Eng.,IPU, didampingi Oleh Wakil Rektor Bida",,0,0,0
80,Catur Priono,@CaturPriono6,2021-11-27T08:53:56.000Z," *SAKSIKAN LIVE*

Diterbitkannya Permendikbud 30/21 menuai banyak pro kontra. Pemerintah mengklaim permendikbud ini untuk mengurangi kekerasan seksual yang belakangan marak di kampus-kampus. Sementara pihak yang kontra menuding permendikbud ini punya potensi untuk melegalkan
3",,0,0,3
81,maryam.bicara,@MaryamBicara,2021-11-27T06:14:46.000Z,"Jaga anak-anak kalian. Predator seks yg bersembunyi di balik ranah intelektual sedang berkeliaran!

Aneh ya? Di kampus-kampus lain, tersangka pelecehan seksual itu sudah dinon-aktifkan. Tapi apa yg bisa kita harapkan di sini?

Ruang aman bagi perempuan memang benar-benar nihil!
1
3
5",,1,3,5
82,Regina Bonafida,@RBonafida,2021-11-26T15:58:47.000Z,"Topik utama Permendikbud Ristek 30/2021 adalah pencegahan kekeraasaan seksual di lingkungan kampus. Peraturan itu bukan berarti tindakan asusila di luar kampus dibenarkan.
@jokowi
 Pro Pendidikan
4
5",,0,4,5
83,medcom_id,@medcom_id,2021-11-26T14:34:05.000Z,Penyebab Kekerasan Seksual Marak Terjadi di Kampus https://medcom.id/s/ybJOLOnk,,0,0,0
84,Heru Prasetia,@heruyaheru,2021-11-26T13:51:31.000Z,"Mengawal Dimzoom “Menghapus Kekerasan Seksual di Kampus” bersama ⁦
@GUSDURians
⁩

#moderasiberagama
2
23",,0,2,23
85,Bank Ecaq,@bank_ecaq,2021-11-26T13:51:15.000Z,"Replying to 
@Insideme11
 and 
@philtaufiq
justru membelokkan pencegahan kekerasan seksual ke pembiaran sex bebas itu logical fallacy. tidak pernah ada orang yg bisa bebas berbuat sex di kampus tanpa dihukum jika ketahuan.
1",,1,0,0
86,Yayasan Tunggadewi,@_Tunggadewi_,2021-11-26T13:05:23.000Z,"Kekerasan seksual merupakan tindakan kejahatan yang luar biasa yang berakibat kesengsaraan bagi korban secara fisik, seksual, dan psikologis. Kekerasan seksual bisa terjadi dimanapun bahkan di Perguruan Tinggi.
Minimnya aduan korban kekerasan seksual di kampus.

komnasperempuan
1",,0,0,1
87,HIMAKI FMIPA UNRI,@himakifmipaunri,2021-11-26T12:55:54.000Z,"Literaksi Jilid 3 merupakan lanjutan program kerja Literaksi sebelumnya dari Dinas ADVOKESMA yang bertujuan untuk mengasah pola pikir kritis mahasiswa mengikuti perkembangan isu yang terjadi di lingkungan kampus terutama problemik pelecehan seksual seperti saat sekarang ini.
1",,1,0,0
88,awrchita,@awrchita,2021-11-26T12:33:53.000Z,"Lembur sambil denger Mata Najwa yg Ringkus Predator Seksual Kampus, jadi malah emosi dan berlinang air mata :(",,0,0,0
89,MbahTo581809,@MbahTo581809,2021-11-26T11:46:09.000Z,"*[Diskusi Publik] PERMENDIKBUDRISTEK NO. 30 TAHUN 2021 : LEGALKAN SEKS BEBAS?*

Dengan alasan mencegah kekerasan seksual di lingkungan kampus, Mendikbud Nadiem Makarim mengeluarkan Permendikbud Nomor 30 Tahun 2021 tentang Pencegahan dan Penanganan Kekerasan Seksual (PPKS).
1",,0,1,0
90,txtfromMIWF,@makassarwriters,2021-11-26T07:20:42.000Z,"Nah untuk itu, aku mau mengajak kamu mengisi survei ini https://bit.ly/surveiSSVcampus

Mari bersama Menciptakan Kampus yang Bebas dari Kekerasan Seksual.

#tbsfightforsisterhood #TBSgoestocampus #gerakbersama #sahkanRUUPKS #16haktp
1",,0,1,0
91,Jaringan GUSDURian,@GUSDURians,2021-11-26T06:41:23.000Z,"Kekerasan seksual di lingkungan kampus merupakan rahasia umum. Berbagai upaya harus dilakukan untuk menjadikan kampus sebagai tempat aman bagi semua elemen. 

Apakah Permendikbud No 30 tahun 2021 bisa mewujudkannya? Simak pemaparannya malam ini. 

Daftar http://s.id/dimzoomnovember
1
4
28",,1,4,28
92,Justisia Online,@justisiacom,2021-11-26T06:14:39.000Z,"Mahasiswa Gelar Aksi Depan Kampus 3 Suarakan Anti Kekerasan Seksual
justisia.com
Mahasiswa Gelar Aksi Depan Kampus 3 Suarakan Anti Kekerasan Seksual
Semarang, Justisia.com +ACYAIw-8211+ADs Terjadi Aksi yang dilakukan oleh mahasiswa UIN Walisongo di depan Gerbang Kampus 3 UIN Walisongo Semarang pada Kamis sore, (25/11). Aksi yang dilakukan oleh...",,0,0,0
93,Majalah Tempo,@temponewsroom,2021-11-26T06:06:18.000Z,"Peraturan yang dikeluarkan Menteri Nadiem telah mengisi kekosongan aturan atas perlindungan korban kekerasan seksual di kampus. Kita tahu, bertahun-tahun, pembahasan undang-undang penghapusan kekerasan seksual masih mandek di DPR.
#ApaKataTempo https://spoti.fi/3E2EDpq
0:28
913 views
5
8",,0,5,8
94,Majalah Tempo,@temponewsroom,2021-11-26T06:00:41.000Z,"Andai saja semua orang jujur mengakui betapa gawatnya pelecehan seksual di kampus-kampus, seharusnya tak ada lagi penolakan atas aturan pencegahan dan penanganan wabah menahun itu.

Simak Opini Tempo hanya di http://majalah.tempo.co #MajalahTempo
youtube.com
Pemangsa Seks di Kampus Kita | Opini Tempo
TEMPO.CO - Hasil survei terakhir Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi menyebutkan 77% dosen mengakui bahwa kekerasan seksual pernah terja...
2
4
3",,2,4,3
95,PKBI DIY,@pkbidiy,2021-11-26T05:49:06.000Z,"Kalau kita mau menarik mundur beberapa hari juga kita dapatkan kasus kekerasan di salah satu kampus negeri. Pemberitaan kekerasan seksual di pesantren pun kita dapatkan di bulan ini.
1",,1,0,0
96,Karina,@carinvorous,2021-11-26T05:13:38.000Z,"Saya yakin kasus pelecehan/kekerasan seksual banyak, bukan hanya di lingkungan kampus. Hanya saja, kebetulan baru Pak Nadiem ini yang berani memfasilitasi sehingga institusi PT merasa aman dan harus melindungi korban, sehingga laporan pun semakin banyak.
1",,1,0,0
97,Koran Tempo,@korantempo,2021-11-26T04:54:34.000Z,"Terungkapnya kasus pelecehan dan kekerasan seksual di lingkungan kampus terus bertambah. Pemerintah semestinya segera memberlakukan situasi darurat. #KoranTempo
koran.tempo.co
Di Balik Maraknya Pelecehan Seksual di Kampus - Nasional - koran.tempo.co
Terungkapnya kasus pelecehan dan kekerasan seksual di lingkungan kampus terus bertambah. Pemerintah semestinya segera memberlakukan situasi darurat.
1
10
17",,1,10,17
98,Koran Tempo,@korantempo,2021-11-25T20:03:37.000Z,"Terungkapnya kasus pelecehan dan kekerasan seksual di lingkungan kampus terus bertambah. Pemerintah semestinya segera memberlakukan situasi darurat. https://koran.tempo.co/read/nasional/469839/di-balik-maraknya-pelecehan-seksual-di-kampus?utm_source=Digital%20Marketing&utm_medium=Twitter&utm_campaign=dlvrit… #KoranTempo
koran.tempo.co
Di Balik Maraknya Pelecehan Seksual di Kampus - Nasional - koran.tempo.co
Terungkapnya kasus pelecehan dan kekerasan seksual di lingkungan kampus terus bertambah. Pemerintah semestinya segera memberlakukan situasi darurat.
5",,0,0,5
99,Jeni Nata Widianingrum #FNI #TT,@NyiMasRuminah,2021-11-25T15:48:13.000Z,"Siapa lagi yang membuat masalah kekeliruan persepsi terhadap Permendikbud Ristek 30/2021, selain pihak buzzer oposisi. Padahal aturan tsb dibuat untuk mencegah terjadinya kekerasan seksual di lingkungan kampus. 

#jokowi
2
2",,0,2,2
100,Sahabat Demokrat Banjarnegara,@angetmendoane,2021-11-25T15:46:40.000Z,"PD Minta Surat Terbuka Korban Pelecehan Seksual di Kampus Ditanggapi Serius! https://news.detik.com/berita/d-5823029/pd-minta-surat-terbuka-korban-pelecehan-seksual-di-kampus-ditanggapi-serius…  #DemokratHarapanRakyat PD Bareng AHY 07
1
1",,0,1,1
101,EM UB 2021,@EM_UBOfficial,2021-11-25T14:54:15.000Z,"Sasaran Permendikdubristek PPKS adalah mencegah dan menangani setidaknya sebelas kemungkinan kejadian kekerasan seksual yang menimpa hubungan antar mahasiswa, pendidik, tenaga kependidikan, warga kampus, dan masyarakat umum yang berinteraksi dengan mahasiswa,pendidik, dll
1
1",,1,0,1
102,DPC Partai Demokrat Kab Banjarnegara,@Banjarnegara_PD,2021-11-25T14:12:17.000Z,13. PD Minta Surat Terbuka Korban Pelecehan Seksual di Kampus Ditanggapi Serius https://news.detik.com/berita/d-5823029/pd-minta-surat-terbuka-korban-pelecehan-seksual-di-kampus-ditanggapi-serius…  #DemokratHarapanRakyat PD Bareng AHY,,0,0,0
103,Rumail Abbas,@Stakof,2021-11-25T13:39:37.000Z,"Curiga, boleh saja. Tapi mBoya yang nDalan.

Seperti Permendikbud 30 (yang dicurigai melegalkan seks bebas). Lha, faktualnya justru kasus kekerasan seksual di kampus kian bertambah.

Ini bukti kalau Permendikbud jadi pelampung yang “menyelamatkan”.
1
6
16",,1,6,16
104,John Moll,@JohnMol72896469,2021-11-25T13:38:39.000Z,PD Minta Surat Terbuka Korban Pelecehan Seksual di Kampus Ditanggapi Serius  #DemokratHarapanRakyat PD bareng AHY,,0,0,0
105,Sahabat Demokrat Banjarnegara,@angetmendoane,2021-11-25T12:17:46.000Z,PD Minta Surat Terbuka Korban Pelecehan Seksual di Kampus Ditanggapi Serius  #DemokratHarapanRakyat PD bareng AHY,,0,0,0
106,Didik_Riotama,@Riotama_didik,2021-11-25T12:15:48.000Z,"PD Minta Surat Terbuka Korban Pelecehan Seksual di Kampus Ditanggapi Serius https://news.detik.com/berita/d-5823029/pd-minta-surat-terbuka-korban-pelecehan-seksual-di-kampus-ditanggapi-serius…  #DemokratHarapanRakyat PD Bareng AHY 
8e",,0,0,0
107,Destya,@9Destya,2021-11-25T12:01:21.000Z,"PD Minta Surat Terbuka Korban Pelecehan Seksual di Kampus Ditanggapi Serius https://news.detik.com/berita/d-5823029/pd-minta-surat-terbuka-korban-pelecehan-seksual-di-kampus-ditanggapi-serius…  #DemokratHarapanRakyat PD Bareng AHY 
3a",,0,0,0
108,Destya,@9Destya,2021-11-25T11:55:59.000Z,"PD Minta Surat Terbuka Korban Pelecehan Seksual di Kampus Ditanggapi Serius  #DemokratHarapanRakyat PD bareng AHY 
c",,0,0,0
109,BandungBergerak.id,@Bandung3ergerak,2021-11-25T11:51:10.000Z,"Permendikbudristek PPKS kini menggelinding di kampus-kampus yang harus segera membentuk Satgas Pencegahan dan Penanganan Kekerasan Seksual (PPKS).
#PermendikbudristekPPKS #Unisba #KekerasanSeksual #Bandung #Unnes #BandungBergerak
bandungbergerak.id
Unisba Mengkritik Permendikbudristek PPKS, Unnes Mendukung | BandungBergerak.id
Unisba Mengkritik Permendikbudristek PPKS, Unnes Mendukung | BandungBergerak.id",,0,0,0
110,UN Women Indonesia,@unwomenid,2021-11-25T11:32:21.000Z,"Apa saja yang masih menjadi tantangan dlm pencegahan & penanganan kekerasan seksual di kampus?

Simak video singkat berikut dan ikuti diskusi virtual ""Melawan Kekerasan Berbasis Gender di Universitas"".

 Jumat 26 November 2021, 17.00 WIB
 Zoom link: http://unwo.men/qoJX50GWlcu
1
1",,0,1,1
111,Lim Riana,@BakomstraJ,2021-11-25T10:33:30.000Z,"PD Minta Surat Terbuka Korban Pelecehan Seksual di Kampus Ditanggapi Serius! https://news.detik.com/berita/d-5823029/pd-minta-surat-terbuka-korban-pelecehan-seksual-di-kampus-ditanggapi-serius…  #DemokratHarapanRakyat PD Bareng AHY 
80",,0,0,0
112,Winston Rondo,@WinstonRondo1,2021-11-25T10:30:34.000Z,"PD Minta Surat Terbuka Korban Pelecehan Seksual di Kampus Ditanggapi Serius https://news.detik.com/berita/d-5823029/pd-minta-surat-terbuka-korban-pelecehan-seksual-di-kampus-ditanggapi-serius…  #DemokratHarapanRakyat PD Bareng AHY
2",,0,0,2
113,્᭄͜͡⍣ᥡᥙͥᥰͣᴉͫᥱ⍣࿐͓̽⋆,@artyunie76,2021-11-25T10:26:22.000Z,"Presiden 
@jokowi
 pro pendidikan, Mendikbudristek menyampaikan topik utama Permendikbud Ristek 30/2021 adalah pencegahan kekerasan seksual di lingkungan kampus. Dengan adanya peraturan tersebut, bukan berarti tindakan lain diluar fokus kekerasan seksual boleh di lakukan.
1",,0,0,1
114,Mimbar Untan,@MimbarUntan,2021-11-25T10:22:41.000Z,"Bagaimana Kampus Bertindak untuk Korban Pelecehan Seksual?
The following media includes potentially sensitive content. Change settings
View
3
2",,0,3,2
115,Tribun Mataraman,@TribunMataraman,2021-11-25T10:18:29.000Z,"Dosen Unej divonis bersalah dan dijatuhi hukuman 6 tahun penjara karena kekerasan seksual. Begini tanggapan kampus Unej.
mataraman.tribunnews.com
Dosennya Divonis Bersalah Melakukan Kekerasan Seksual, Begini Tanggapan Unej - Tribunmataraman.com
Dosen Unej divonis bersalah dan dijatuhi hukuman 6 tahun penjara karena kekerasan seksual. Begini tanggapan kampus Unej
1",,0,1,0
116,Haluan Riau,@HaluanRiau_,2021-11-25T10:18:02.000Z,"Rektorat UNRI Bentuk Tim Satgas Antisipasi Terjadinya Pelecehan Seksual di Kampus
riau.harianhaluan.com
Rektorat UNRI Bentuk Tim Satgas Antisipasi Terjadinya Pelecehan Seksual di Kampus - Haluan Riau
Universitas Riau yang kini tengah diterpa oleh isu pelecehan oleh oknum Dekan, kini membentuk Tim Satgas Antisipasi Pelecehan Seksual",,0,0,0
117,LOXE,@intandyhfff,2021-11-25T10:15:05.000Z,"Replying to 
@Metro_TV
Maraknya kasus pelecahan seksual yang terjadi di kampus, membuat seolah tidak ada tempat aman bagi perempuan. Bagaimana Islam menyikapi hal tersebut? karena jelas dalam Al-Qur'an wanita sangat dimuliakan hingga dijadikan nama sebuah surat.",,0,0,0
118,serealia,@crenatas,2021-11-25T10:12:25.000Z,"Terharu sendiri tadi pas perjalanan nglewatin kampus liat mahasiswa lagi demo bawa spanduk ""kampus harus aman dari kekerasan seksual""
1
4",,0,1,4
119,RickyFightBack,@RickyFight,2021-11-25T08:56:27.000Z,PD Minta Surat Terbuka Korban Pelecehan Seksual di Kampus Ditanggapi Serius https://news.detik.com/berita/d-5823029/pd-minta-surat-terbuka-korban-pelecehan-seksual-di-kampus-ditanggapi-serius…  #DemokratHarapanRakyat PD Bareng AHY,,0,0,0
120,CAKRA AHY KALTIM,@cakraahykaltim,2021-11-25T08:54:20.000Z,PD Minta Surat Terbuka Korban Pelecehan Seksual di Kampus Ditanggapi Serius https://news.detik.com/berita/d-5823029/pd-minta-surat-terbuka-korban-pelecehan-seksual-di-kampus-ditanggapi-serius…  #DemokratHarapanRakyat PD Bareng AHY,,0,0,0
121,CAKRA AHY KALTIM,@cakraahykaltim,2021-11-25T08:54:16.000Z,PD Minta Surat Terbuka Korban Pelecehan Seksual di Kampus Ditanggapi Serius https://news.detik.com/berita/d-5823029/pd-minta-surat-terbuka-korban-pelecehan-seksual-di-kampus-ditanggapi-serius…  #DemokratHarapanRakyat PD Bareng AHY,,0,0,0
122,Indonesia Emas,@indoemas2045_,2021-11-25T08:51:07.000Z,"PD Minta Surat Terbuka Korban Pelecehan Seksual di Kampus Ditanggapi Serius! https://news.detik.com/berita/d-5823029/pd-minta-surat-terbuka-korban-pelecehan-seksual-di-kampus-ditanggapi-serius…  #DemokratHarapanRakyat PD Bareng AHY
3",,0,0,3
123,Aslan Laeho,@aslan_laeho,2021-11-25T08:46:09.000Z,"PD Minta Surat Terbuka Korban Pelecehan Seksual di Kampus Ditanggapi Serius https://news.detik.com/berita/d-5823029/pd-minta-surat-terbuka-korban-pelecehan-seksual-di-kampus-ditanggapi-serius…  #DemokratHarapanRakyat PD Bareng AHY
The following media includes potentially sensitive content. Change settings
View
1
1",,0,1,1
124,Destya,@9Destya,2021-11-25T08:45:46.000Z,"PD Minta Surat Terbuka Korban Pelecehan Seksual di Kampus Ditanggapi Serius  #DemokratHarapanRakyat PD bareng AHY 
2",,0,0,0
125,Destya,@9Destya,2021-11-25T08:30:15.000Z,"PD Minta Surat Terbuka Korban Pelecehan Seksual di Kampus Ditanggapi Serius  #DemokratHarapanRakyat PD bareng AHY 
5",,0,0,0
126,Harmawan,@Harmawa70517350,2021-11-25T08:27:38.000Z,PD Minta Surat Terbuka Korban Pelecehan Seksual di Kampus Ditanggapi Serius https://news.detik.com/berita/d-5823029/pd-minta-surat-terbuka-korban-pelecehan-seksual-di-kampus-ditanggapi-serius…  #DemokratHarapanRakyat PD Bareng AHY,,0,0,0
127,Sahabat Demokrat Banjarnegara,@angetmendoane,2021-11-25T08:23:33.000Z,PD Minta Surat Terbuka Korban Pelecehan Seksual di Kampus Ditanggapi Serius! https://news.detik.com/berita/d-5823029/pd-minta-surat-terbuka-korban-pelecehan-seksual-di-kampus-ditanggapi-serius…  #DemokratHarapanRakyat PD Bareng AHY,,0,0,0
128,To'pe Rendusara,@TRendusara,2021-11-25T08:22:28.000Z,"PD Minta Surat Terbuka Korban Pelecehan Seksual di Kampus Ditanggapi Serius! https://news.detik.com/berita/d-5823029/pd-minta-surat-terbuka-korban-pelecehan-seksual-di-kampus-ditanggapi-serius…  #DemokratHarapanRakyat PD Bareng AHY
1",,0,0,1
129,𝗔𝗛𝗬 𝗠𝟰𝗡𝗧𝟰𝗕,@AHYm4nt4bb,2021-11-25T08:20:46.000Z,"PD Minta Surat Terbuka Korban Pelecehan Seksual di Kampus Ditanggapi Serius! https://news.detik.com/berita/d-5823029/pd-minta-surat-terbuka-korban-pelecehan-seksual-di-kampus-ditanggapi-serius…  #DemokratHarapanRakyat PD Bareng AHY
1",,0,0,1
130,Tino Heidel Ampulembang,@Tinoheidel,2021-11-25T08:19:02.000Z,"PD Minta Surat Terbuka Korban Pelecehan Seksual di Kampus Ditanggapi Serius! https://news.detik.com/berita/d-5823029/pd-minta-surat-terbuka-korban-pelecehan-seksual-di-kampus-ditanggapi-serius…  #DemokratHarapanRakyat PD Bareng AHY
1
2",,0,1,2
131,ruangamanuny,@ruangamanuny,2021-11-25T08:10:27.000Z,"Kawan UNY, 
@ekspresionline
 sedang mengadakan polling tentang isu kekerasan seksual di lingkup perguruan tinggi, berkaitan dengan permendikbudristek no. 30 tahun 2021. Tujuannnya agar kita semua dapat tahu seberapa peduli mahasiswa dengan isu kekerasan seksual di kampus ini 
1
2
5",,1,2,5
132,Didik_Riotama,@Riotama_didik,2021-11-25T08:10:00.000Z,"PD Minta Surat Terbuka Korban Pelecehan Seksual di Kampus Ditanggapi Serius https://news.detik.com/berita/d-5823029/pd-minta-surat-terbuka-korban-pelecehan-seksual-di-kampus-ditanggapi-serius…  #DemokratHarapanRakyat PD Bareng AHY 
18
1",,0,1,0
133,Ryan Kamil,@RyanKamil5,2021-11-25T08:08:38.000Z,"PD Minta Surat Terbuka Korban Pelecehan Seksual di Kampus Ditanggapi Serius! https://news.detik.com/berita/d-5823029/pd-minta-surat-terbuka-korban-pelecehan-seksual-di-kampus-ditanggapi-serius…  #DemokratHarapanRakyat PD Bareng AHY 
ed",,0,0,0
134,Sri Budihardjo Hermawan,@SBHs14p,2021-11-25T08:08:28.000Z,PD Minta Surat Terbuka Korban Pelecehan Seksual di Kampus Ditanggapi Serius https://news.detik.com/berita/d-5823029/pd-minta-surat-terbuka-korban-pelecehan-seksual-di-kampus-ditanggapi-serius…  #DemokratHarapanRakyat PD Bareng AHY,,0,0,0
135,ChuangLinLin,@LinCuang,2021-11-25T08:08:09.000Z,PD Minta Surat Terbuka Korban Pelecehan Seksual di Kampus Ditanggapi Serius https://news.detik.com/berita/d-5823029/pd-minta-surat-terbuka-korban-pelecehan-seksual-di-kampus-ditanggapi-serius…  #DemokratHarapanRakyat PD Bareng AHY,,0,0,0
136,Didik_Riotama,@Riotama_didik,2021-11-25T08:08:00.000Z,"PD Minta Surat Terbuka Korban Pelecehan Seksual di Kampus Ditanggapi Serius! https://news.detik.com/berita/d-5823029/pd-minta-surat-terbuka-korban-pelecehan-seksual-di-kampus-ditanggapi-serius…  #DemokratHarapanRakyat PD Bareng AHY 
bf
1",,0,1,0
137,Ali Muhammad Johan Suharli,@alimuhsuharli,2021-11-25T08:01:59.000Z,PD Minta Surat Terbuka Korban Pelecehan Seksual di Kampus Ditanggapi Serius https://news.detik.com/berita/d-5823029/pd-minta-surat-terbuka-korban-pelecehan-seksual-di-kampus-ditanggapi-serius…  #DemokratHarapanRakyat PD Bareng AHY,,0,0,0
138,Sahabat Demokrat Banjarnegara,@angetmendoane,2021-11-25T08:01:59.000Z,PD Minta Surat Terbuka Korban Pelecehan Seksual di Kampus Ditanggapi Serius https://news.detik.com/berita/d-5823029/pd-minta-surat-terbuka-korban-pelecehan-seksual-di-kampus-ditanggapi-serius…  #DemokratHarapanRakyat PD Bareng AHY 1,,0,0,0
139,Sahabat Demokrat Banjarnegara,@angetmendoane,2021-11-25T08:01:30.000Z,PD Minta Surat Terbuka Korban Pelecehan Seksual di Kampus Ditanggapi Serius https://news.detik.com/berita/d-5823029/pd-minta-surat-terbuka-korban-pelecehan-seksual-di-kampus-ditanggapi-serius…  #DemokratHarapanRakyat PD Bareng AHY,,0,0,0
140,Destya,@9Destya,2021-11-25T08:01:07.000Z,"PD Minta Surat Terbuka Korban Pelecehan Seksual di Kampus Ditanggapi Serius https://news.detik.com/berita/d-5823029/pd-minta-surat-terbuka-korban-pelecehan-seksual-di-kampus-ditanggapi-serius…  #DemokratHarapanRakyat PD Bareng AHY 
9f",,0,0,0
